id,split,expected,predicted,topic,question,retrieval_question,top1,top2,mean_top5,margin,lexical_overlap,top_chunk,top_pages,query_ms
t-g07,test,GROUNDED,UNRESOLVED,areas,How does integration calculate the area under a curve?,How does integration calculate the area under a curve?,0.750468373298645,0.7168970108032227,0.704268753528595,0.03357136249542236,0.6,"the area of which is twice the area of a polar diagram, is equal to the quadratic mean of all the values ofrfor that polar diagram. (16) Find the volume generated by the curve y=±x 6p x(10−x) rotating about the axis of x. CHAPTER XX. DODGES, PITFALLS, AND TRIUMPHS. Dodges. A great part of the labour of integrating things consists in licking them into some shape that can be integrated. The books—and by this is meant the serious books—on the Integral Calculus are full of plans and methods and dodges and artifices for this kind of work. The following are a few of them. Integration by Parts. This name is given to a dodge, the formula for which is Z u dx =ux−Z x du+C. It is useful in some cases that you can’t tackle directly, for it shows that if in any caseZ x du can be found, thenZ u dx can also be found. The formula can be deduced as follows. From p. 37, we have, d(ux) =u dx+x du, which may be written u(dx) =d(ux)−x du, which by direct integration gives the above expression. DODGES, PITFALLS, AND TRIUMPHS 225 Examples. (1) FindZ w·sinw dw . Write u=w, and for sin w·dwwrite dx. We shall then have du=dw, whileZ sinw·dw=−cosw=x. Putting these into the formula, we get Z w·sinw dw =w(−cosw)−Z −cosw dw =−wcosw+ sin w+C. (2) FindZ xϵxdx. Write u=x, ϵxdx=dv; then du=dx, v =ϵx, andZ xϵxdx=xϵx−Z ϵxdx(by the formula) =xϵx−ϵx=ϵx(x−1) +C. (3) TryZ cos2θ dθ. u= cos θ, cosθ dθ=dv. Hence du=−sinθ dθ, v = sin θ, Z cos2θ dθ= cos θsinθ+Z sin2θ dθ =2 cosθsinθ 2+Z (1−cos2θ)dθ =sin 2θ 2+Z dθ−Z cos2θ dθ. CALCULUS MADE EASY 226 Hence 2Z cos2θ dθ=sin 2θ 2+θ andZ cos2θ dθ=sin 2θ 4+θ 2+C. (4) FindZ x2sinx dx. Write x2=u, sinx dx =dv; then du= 2x dx, v =−cosx, Z x2sinx dx =−x2cosx+ 2Z xcosx dx. Now findZ xcosx dx, integrating by parts (as in Example 1 above): Z xcosx dx =xsinx+ cos x+C. Hence Z x2sinx dx =−x2cosx+ 2xsinx+ 2 cos x+C′ = 2 xsinx+ cos x 1−x2 2 +C′. (5) FindZ√ 1−x2dx. Write u=√ 1−x2, dx =dv; then du=−x dx√ 1−x2(see Chap. IX., p. 66) DODGES, PITFALLS, AND TRIUMPHS 227 andx=v; so that Z√ 1−x2dx=x√ 1−x2+Zx2dx√ 1−x2. Here we may use a little dodge, for we can write Z√ 1−x2dx=Z(1−x2)dx√ 1−x2=Zdx√ 1−x2−Zx2dx√ 1−x2. Adding these two last equations,",221-240,30.08
t-g08,test,GROUNDED,UNRESOLVED,applications,How is the slope of a curve used to locate a turning point?,How is the slope of a curve used to locate a turning point?,0.7461706399917603,0.7307726144790649,0.7207794189453125,0.015398025512695312,0.5,"at any point is dy dx= 4x. For the point where x= 0, this slope is zero; the curve is horizontal. For the point where x=−1 4,dy dx=−1; hence the curve at that point slopes downwards to the right at such an angle θwith the horizontal that tan θ= 1; that is, at 45◦to the horizontal. The slope of the straight line is −1 2; that is, it slopes downwards to the right and makes with the horizontal an angle ϕsuch that tan ϕ=1 2; that is, an angle of 26◦34′. It follows that at the first point the curve cuts the straight line at an angle of 26◦34′, while at the second it cuts it at an angle of 45◦−26◦34′= 18◦26′. (5) A straight line is to be drawn, through a point whose coordinates arex= 2, y=−1, as tangent to the curve y=x2−5x+ 6. Find the coordinates of the point of contact. The slope of the tangent must be the same as thedy dxof the curve; that is, 2 x−5. The equation of the straight line is y=ax+b, and as it is satisfied for the values x= 2,y=−1, then −1 =a×2+b; also, itsdy dx=a= 2x−5. Thexand the yof the point of contact must also satisfy both the equation of the tangent and the equation of the curve. CALCULUS MADE EASY 88 We have then y=x2−5x+ 6, (i) y=ax+b, (ii)  −1 = 2 a+b, (iii) a= 2x−5, (iv) four equations in a,b,x,y. Equations (i) and (ii) give x2−5x+ 6 = ax+b. Replacing aandbby their value in this, we get x2−5x+ 6 = (2 x−5)x−1−2(2x−5), which simplifies to x2−4x+ 3 = 0, the solutions of which are: x= 3 andx= 1. Replacing in (i), we get y= 0 and y= 2 respectively; the two points of contact are then x= 1,y= 2, and x= 3,y= 0. Note. —In all exercises dealing with curves, students will find it ex- tremely instructive to verify the deductions obtained by actually plot- ting the curves. Exercises VIII. (See page 256 for Answers.) (1) Plot the curve y=3 4x2−5, using a scale of millimetres. Measure at points corresponding to different values of x, the angle of its slope. Find, by differentiating the equation, the expression for slope; and see, from a Table of Natural Tangents, whether this agrees with the measured angle. MEANING OF DIFFERENTIATION 89 (2) Find what will be the slope of the",81-100,29.42
t-f01,test,GROUNDED,UNRESOLVED,follow-up,Can you show me a simple example of that?,What is differentiation? Can you show me a simple example of that?,0.7338272929191589,0.7275600433349609,0.7098180651664734,0.006267249584197998,0.25,"of variation (or “fluxion”) was ˙ y. Ifxwas the variable, then its fluxion was called ˙ x. The dot over the letter indicated that it had been differentiated. But this notation does not tell us what is the independent variable with respect to which the differentiation has been effected. When we seedy dt we know that yis to be differentiated with respect to t. If we seedy dx we know that yis to be differentiated with respect to x. But if we see merely ˙ y, we cannot tell without looking at the context whether this is to meandy dxordy dtordy dz, or what is the other variable. So, therefore, this fluxional notation is less informing than the differential notation, and has in consequence largely dropped out of use. But its simplicity gives it an advantage if only we will agree to use it for those cases ex- clusively where time is the independent variable. In that case ˙ ywill meandy dtand ˙uwill meandu dt; and ¨ xwill meand2x dt2. Adopting this fluxional notation we may write the mechanical equa- tions considered in the paragraphs above, as follows: distance x, velocity v= ˙x, acceleration a= ˙v= ¨x, force f=m˙v=m¨x, work w=x×m¨x. Examples. (1) A body moves so that the distance x(in feet), which it travels from a certain point O, is given by the relation x= 0.2t2+ 10.4, where tis the time in seconds elapsed since a certain instant. Find the velocity WHEN TIME VARIES 59 and acceleration 5 seconds after the body began to move, and also find the corresponding values when the distance covered is 100 feet. Find also the average velocity during the first 10 seconds of its motion. (Suppose distances and motion to the right to be positive.) Now x= 0.2t2+ 10.4 v= ˙x=dx dt= 0.4t; and a= ¨x=d2x dt2= 0.4 = constant. When t= 0, x= 10.4 and v= 0. The body started from a point 10.4 feet to the right of the point O; and the time was reckoned from the instant the body started. When t= 5,v= 0.4×5 = 2 ft./sec.; a= 0.4 ft./sec2. When x= 100, 100 = 0 .2t2+ 10.4, or t2= 448, and t= 21.17 sec.; v= 0.4×21.17 = 8 .468 ft./sec. When t= 10, distance travelled = 0 .2×102+ 10.4−10.4 = 20 ft. Average velocity =20 10= 2 ft./sec. (It is the same velocity as the velocity at the",61-80,29.15
t-f02,test,GROUNDED,UNRESOLVED,follow-up,How does it reverse the earlier operation?,What is integration? How does it reverse the earlier operation?,0.670914888381958,0.6678732633590698,0.6478606462478638,0.0030416250228881836,0.75,"must remember that what we have got to sum up together is not all the dx’s, but all such terms as x2dx; and this will notbe the same as x2Z dx, because x2is not a constant. For some of the dx’s will be multiplied by big values of x2, and some will be multiplied by small values of x2, according to what xhappens to be. So we must bethink ourselves as to what we know about this process of integration being the reverse of differentiation. Now, our rule for this reversed process—see p. 189 ante—when dealing with xnis “increase the power by one, and divide by the same number as this increased power.” That is to say, x2dxwill be changed*to1 3x3. Put this into the equation; but don’t forget to add the “constant of integration” Cat the end. So we get: y=1 3x3+C. You have actually performed the integration. How easy! Let us try another simple case. Letdy dx=ax12, where ais any constant multiplier. Well, we found when differentiat- ing (see p. 27) that any constant factor in the value of yreappeared *You may ask, what has become of the little dxat the end? Well, remember that it was really part of the differential coefficient, and when changed over to the right-hand side, as in the x2dx, serves as a reminder that xis the independent variable with respect to which the operation is to be effected; and, as the result of the product being totalled up, the power of xhas increased by one. You will soon become familiar with all this. HOW TO INTEGRATE 193 unchanged in the value ofdy dx. In the reversed process of integrating, it will therefore also reappear in the value of y. So we may go to work as before, thus dy=ax12·dx, Z dy=Z ax12·dx, Z dy=aZ x12dx, y=a×1 13x13+C. So that is done. How easy! We begin to realize now that integrating is a process of finding our way back , as compared with differentiating. If ever, during differentiat- ing, we have found any particular expression—in this example ax12—we can find our way back to the yfrom which it was derived. The contrast between the two processes may be illustrated by the following remark due to a well-known teacher. If a stranger were set down in Trafalgar Square, and told to find his way to Euston Station, he might find the task hopeless. But",201-220,28.94
t-u01,test,UNSUPPORTED,UNRESOLVED,vector calculus,State and prove the divergence theorem.,State and prove the divergence theorem.,0.6228734254837036,0.6044055223464966,0.6051491498947144,0.01846790313720703,0.25,"bol, you will henceforth know that it is put there merely to give you instructions that you are now to perform the operation (if you can) of totalling up all the little bits that are indicated by the symbols that follow. That’s all. CHAPTER II. ON DIFFERENT DEGREES OF SMALLNESS. Weshall find that in our processes of calculation we have to deal with small quantities of various degrees of smallness. We shall have also to learn under what circumstances we may con- sider small quantities to be so minute that we may omit them from consideration. Everything depends upon relative minuteness. Before we fix any rules let us think of some familiar cases. There are 60 minutes in the hour, 24 hours in the day, 7 days in the week. There are therefore 1440 minutes in the day and 10080 minutes in the week. Obviously 1 minute is a very small quantity of time compared with a whole week. Indeed, our forefathers considered it small as com- pared with an hour, and called it “one min` ute,” meaning a minute fraction—namely one sixtieth—of an hour. When they came to re- quire still smaller subdivisions of time, they divided each minute into 60 still smaller parts, which, in Queen Elizabeth’s days, they called “second min` utes” ( i.e.small quantities of the second order of minute- ness). Nowadays we call these small quantities of the second order of smallness “seconds.” But few people know whythey are so called. Now if one minute is so small as compared with a whole day, how CALCULUS MADE EASY 4 much smaller by comparison is one second! Again, think of a farthing as compared with a sovereign: it is barely worth more than1 1000part. A farthing more or less is of precious little importance compared with a sovereign: it may certainly be regarded as asmall quantity. But compare a farthing with £1000: relatively to this greater sum, the farthing is of no more importance than1 1000of a farthing would be to a sovereign. Even a golden sovereign is relatively a negligible quantity in the wealth of a millionaire. Now if we fix upon any numerical fraction as constituting the pro- portion which for any purpose we call relatively small, we can easily state other fractions of a higher degree of smallness. Thus if, for the purpose of time,1 60be called a small fraction, then1 60of1 60(being",1-20,29.47
t-u02,test,UNSUPPORTED,UNRESOLVED,transforms,Use a Laplace transform to solve an equation.,Use a Laplace transform to solve an equation.,0.6881594657897949,0.679280698299408,0.6665935516357422,0.008878767490386963,0.2,"CALCULUS MADE EASY 230 indeed the equation is seen to possess some standard form of which the integral is known, and then the triumph is easy. The equation which results from integrating a differential equation is called*its “solution”; and it is quite astonishing how in many cases the solution looks as if it had no relation to the differential equation of which it is the integrated form. The solution often seems as different from the original expression as a butterfly does from the caterpillar that it was. Who would have supposed that such an innocent thing as dy dx=1 a2−x2 could blossom out into y=1 2alogϵa+x a−x+C? yet the latter is the solution of the former. As a last example, let us work out the above together. By partial fractions, 1 a2−x2=1 2a(a+x)+1 2a(a−x), dy=dx 2a(a+x)+dx 2a(a−x), y=1 2aZdx a+x+Zdx a−x *This means that the actual result of solving it is called its “solution.” But many mathematicians would say, with Professor Forsyth, “every differential equation is considered as solved when the value of the dependent variable is expressed as a function of the independent variable by means either of known functions, or of integrals, whether the integrations in the latter can or cannot be expressed in terms of functions already known.” DODGES, PITFALLS, AND TRIUMPHS 231 =1 2a(logϵ(a+x)−logϵ(a−x)) =1 2alogϵa+x a−x+C. Not a very difficult metamorphosis! There are whole treatises, such as Boole’s Differential Equations , devoted to the subject of thus finding the “solutions” for different orig- inal forms. Exercises XIX. (See p. 266 for Answers.) (1) FindZ√ a2−x2dx. (2) FindZ xlogϵx dx. (3) FindZ xalogϵx dx. (4) FindZ ϵxcosϵxdx. (5) FindZ1 xcos(logϵx)dx. (6) FindZ x2ϵxdx. (7) FindZ(logϵx)a xdx. (8) FindZdx xlogϵx. (9) FindZ5x+ 1 x2+x−2dx. (10) FindZ(x2−3)dx x3−7x+ 6. (11) FindZb dx x2−a2. (12) FindZ4x dx x4−1. (13) FindZdx 1−x4. (14) FindZdx x√ a−bx2. CHAPTER XXI. FINDING SOME SOLUTIONS. Inthis chapter we go to work finding solutions to some important differential equations, using for this purpose the processes shown in the preceding chapters. The beginner, who now knows how easy most of those processes are in themselves, will here begin to realize that integration is an art . As in all arts, so in this, facility can be acquired only by diligent and regular practice. He who would attain that facility must work out examples, and more examples, and yet more examples, such as are found abundantly in",241-260,25.5
t-u03,test,UNSUPPORTED,UNRESOLVED,multivariable calculus,How do you calculate a Jacobian matrix?,How do you calculate a Jacobian matrix?,0.6564781665802002,0.6441410183906555,0.6433596014976501,0.012337148189544678,0.0,"3)2. (12) ax(axa−1+xalogϵa). (14) Min.: y= 0.7 for x= 0.694. (15)1 +x x. (16)3 x(logϵax)2. Exercises XIII. (p. 160.) (1) Lett T=x(∴t= 8x), and use the Table on page 157. (2)T= 34.627; 159 .46 minutes. (3) Take 2 t=x; and use the Table on page 157. (5) ( a)xx(1 + logϵx); (b) 2x(ϵx)x; (c)ϵxx×xx(1 + logϵx). ANSWERS TO EXERCISES 261 (6) 0 .14 second. (7) ( a) 1.642; ( b) 15.58. (8)µ= 0.00037, 31m1 4. (9)iis 63.4% of i0, 220 kilometres. (10) 0 .133, 0 .145, 0 .155, mean 0 .144;−10.2%,−0.9%, +77 .2%. (11) Min. for x=1 ϵ.(12) Max. for x=ϵ. (13) Min. for x= logϵa. Exercises XIV. (p. 170.) (1) (i)dy dθ=Acos θ−π 2 ; (ii)dy dθ= 2 sin θcosθ= sin 2 θanddy dθ= 2 cos 2 θ; (iii)dy dθ= 3 sin2θcosθanddy dθ= 3 cos 3 θ. (2)θ= 45◦orπ 4radians. (3)dy dt=−nsin 2πnt. (4)axlogϵacosax. (5)cosx sinx= cotan x (6) 18 .2 cos ( x+ 26◦). CALCULUS MADE EASY 262 (7) The slope isdy dθ= 100 cos ( θ−15◦), which is a maximum when (θ−15◦) = 0, or θ= 15◦; the value of the slope being then = 100. When θ= 75◦the slope is 100 cos(75◦−15◦) = 100 cos 60◦= 100×1 2= 50. (8) cos θsin 2θ+ 2 cos 2 θsinθ= 2 sin θ cos2θ+ cos 2 θ = 2 sin θ 3 cos2θ−1 . (9)amnθn−1tanm−1(θn) sec2θn. (10) ϵx sin2x+ sin 2 x ;ϵx sin2x+ 2 sin 2 x+ 2 cos 2 x . (11) ( i)dy dx=ab (x+b)2; (ii)a bϵ−x b; (iii)1 90◦×ab (b2+x2). (12) (i)dy dx= sec xtanx; (ii)dy dx=−1√ 1−x2; (iii)dy dx=1 1 +x2; (iv)dy dx=1 x√ x2−1; (v)dy dx=√ 3 secx(3 sec2x−1) 2. (13)dy dθ= 4.6 (2θ+ 3)1.3cos (2 θ+ 3)2.3. (14)dy dθ= 3θ2+ 3 cos ( θ+ 3)−logϵ3 cosθ×3sinθ+ 3θ . (15) θ= cot θ;θ=±0.86; is max. for + θ, min. for −θ. ANSWERS TO EXERCISES 263 Exercises XV. (p. 177.) (1)x3−6x2y−2y2;1 3−2x3−4xy. (2) 2 xyz+y2z+z2y+ 2xy2z2; 2xyz+x2z+xz2+ 2x2yz2; 2xyz+x2y+xy2+ 2x2y2z. (3)1 r{(x−a) + (y−b) + (z−c)}=(x+y+z)−(a+b+c) r;3 r. (4)dy=vuv−1du+uvlogϵu dv. (5)dy= 3 sin vu2du+u3cosv dv, dy=usinxu−1cosx dx+ (sin x)ulogϵsinxdu, dy=1 v1 udu−logϵu1 v2dv. (7) Minimum for x=y=−1 2. (8) ( a) Length 2 feet, width = depth = 1 foot, vol. = 2 cubic feet. (b) Radius =2 πfeet = 7 .46 in., length = 2 feet, vol. = 2 .54. (9) All three parts equal; the product is maximum. (10) Minimum for x=y=",261-280,29.19
t-u04,test,UNSUPPORTED,UNRESOLVED,complex analysis,Explain contour integration in the complex plane.,Explain contour integration in the complex plane.,0.6373294591903687,0.6339412331581116,0.6253350377082825,0.00338822603225708,0.2,"only functions of which the second differ- ential coefficient is equal (and of opposite sign to) the original function. Examples. With what we have so far learned we can now differentiate expres- sions of a more complex nature. (1)y= arc sin x. Ifyis the arc whose sine is x, then x= sin y. dx dy= cos y. Passing now from the inverse function to the original one, we get dy dx=1 dx dy=1 cosy. Now cos y=q 1−sin2y=√ 1−x2; hencedy dx=1√ 1−x2, a rather unexpected result. SINES AND COSINES 169 (2)y= cos3θ. This is the same thing as y= (cos θ)3. Let cos θ=v; then y=v3;dy dv= 3v2. dv dθ=−sinθ. dy dθ=dy dv×dv dθ=−3 cos2θsinθ. (3)y= sin( x+a). Letx+a=v; then y= sin v. dy dv= cos v;dv dx= 1 anddy dx= cos( x+a). (4)y= logϵsinθ. Let sin θ=v;y= logϵv. dy dv=1 v;dv dθ= cos θ; dy dθ=1 sinθ×cosθ= cot θ. (5)y= cot θ=cosθ sinθ. dy dθ=−sin2θ−cos2θ sin2θ =−(1 + cot2θ) =−cosec2θ. (6)y= tan 3 θ. Let 3 θ=v;y= tan v;dy dv= sec2v. dv dθ= 3;dy dθ= 3 sec23θ.",161-180,29.14
t-u05,test,UNSUPPORTED,UNRESOLVED,differential equations,Classify second-order partial differential equations.,Classify second-order partial differential equations.,0.6855331659317017,0.6596870422363281,0.6565811038017273,0.025846123695373535,0.5,"we should get dyv=v du; or if we treat uas a constant, and differentiate with respect to v, we should have: dyu=u dv. The little letters here put as subscripts are to show which quantity has been taken as constant in the operation. PARTIAL DIFFERENTIATION 173 Another way of indicating that the differentiation has been per- formed only partially , that is, has been performed only with respect to oneof the independent variables, is to write the differential coefficients with Greek deltas, like ∂, instead of little d. In this way ∂y ∂u=v, ∂y ∂v=u. If we put in these values for vandurespectively, we shall have dyv=∂y ∂udu, dyu=∂y ∂vdv,  which are partial differentials . But, if you think of it, you will observe that the total variation of y depends on both these things at the same time. That is to say, if both are varying, the real dyought to be written dy=∂y ∂udu+∂y ∂vdv; and this is called a total differential . In some books it is written dy=dy du du+dy dv dv. Example (1). Find the partial differential coefficients of the expres- sionw= 2ax2+ 3bxy+ 4cy3. The answers are: ∂w ∂x= 4ax+ 3by. ∂w ∂y= 3bx+ 12cy2.   CALCULUS MADE EASY 174 The first is obtained by supposing yconstant, the second is obtained by supposing xconstant; then dw= (4ax+ 3by)dx+ (3bx+ 12cy2)dy. Example (2). Let z=xy. Then, treating first yand then xas constant, we get in the usual way ∂z ∂x=yxy−1, ∂z ∂y=xy×logϵx,   so that dz=yxy−1dx+xylogϵx dy. Example (3). A cone having height hand radius of base rhas volume V=1 3πr2h. If its height remains constant, while rchanges, the ratio of change of volume, with respect to radius, is different from ratio of change of volume with respect to height which would occur if the height were varied and the radius kept constant, for ∂V ∂r=2π 3rh, ∂V ∂h=π 3r2.   The variation when both the radius and the height change is given bydV=2π 3rh dV +π 3r2dh. Example (4). In the following example Fandfdenote two ar- bitrary functions of any form whatsoever. For example, they may be sine-functions, or exponentials, or mere algebraic functions of the two PARTIAL DIFFERENTIATION 175 independent variables, tandx. This being understood, let us take the expression y=F(x+at) +f(x−at), or, y=F(w) +f(v); where w=x+at, and v=x−at. Then∂y ∂x=∂F(w) ∂w·∂w ∂x+∂f(v) ∂v·∂v ∂x =F′(w)·1 +f′(v)·1 (where the figure",181-200,29.06
t-u06,test,UNSUPPORTED,UNRESOLVED,analysis,Give an epsilon-delta proof of continuity.,Give an epsilon-delta proof of continuity.,0.6226202249526978,0.6170147061347961,0.6135501265525818,0.005605518817901611,0.2,"that what one fool can do, other fools can do also , it lets you see that these mathematical swells, who pride themselves on having mastered such an awfully difficult subject as the calculus, have no such great reason to be puffed up. They like you to think how terribly difficult it is, and don’t want that superstition to be rudely dissipated. Thirdly, among the dreadful things they will say about “So Easy” is this: that there is an utter failure on the part of the author to demonstrate with rigid and satisfactory completeness the validity of sundry methods which he has presented in simple fashion, and has even dared to use in solving problems! But why should he not? You don’t forbid the use of a watch to every person who does not know how CALCULUS MADE EASY 248 to make one? You don’t object to the musician playing on a violin that he has not himself constructed. You don’t teach the rules of syntax to children until they have already become fluent in the useof speech. It would be equally absurd to require general rigid demonstrations to be expounded to beginners in the calculus. One other thing will the professed mathematicians say about this thoroughly bad and vicious book: that the reason why it is so easy is because the author has left out all the things that are really difficult. And the ghastly fact about this accusation is that— it is true! That is, indeed, why the book has been written—written for the legion of innocents who have hitherto been deterred from acquiring the elements of the calculus by the stupid way in which its teaching is almost al- ways presented. Any subject can be made repulsive by presenting it bristling with difficulties. The aim of this book is to enable beginners to learn its language, to acquire familiarity with its endearing sim- plicities, and to grasp its powerful methods of solving problems, with- out being compelled to toil through the intricate out-of-the-way (and mostly irrelevant) mathematical gymnastics so dear to the unpractical mathematician. There are amongst young engineers a number on whose ears the adage that what one fool can do, another can , may fall with a familiar sound. They are earnestly requested not to give the author away, nor to tell the mathematicians what a fool he really is. TABLE OF STANDARD FORMS. dy",241-260,23.05
t-u07,test,UNSUPPORTED,UNRESOLVED,series,Find a Taylor series with a rigorous remainder bound.,Find a Taylor series with a rigorous remainder bound.,0.6492111086845398,0.6458064317703247,0.6323703527450562,0.003404676914215088,0.16666666666666666,"part of the curve y=x−x2, which is shown in Fig. 60. To find the mean ordinate, we NM 11/4 OY Fig. 60. shall have to find the area of the piece OMN , and then divide it by the length of the base ON. But before we can find the area we must ascertain the length of the base, so as to know up to what limit we are to integrate. At Nthe ordinate yhas zero value; therefore, we must look at the equation and see what value of xwill make y= 0. Now, clearly, if xis 0,ywill also be 0, the curve passing through the origin O; but also, if x= 1, y= 0; so that x= 1 gives us the position of the point N. CALCULUS MADE EASY 216 Then the area wanted is =Zx=1 x=0(x−x2)dx =1 2x2−1 3x31 0 =1 2−1 3 −[0−0] =1 6. But the base length is 1. Therefore, the average ordinate of the curve =1 6. [N.B.—It will be a pretty and simple exercise in maxima and minima to find by differentiation what is the height of the maximum ordinate. Itmust be greater than the average.] The mean ordinate of any curve, over a range from x= 0 to x=x1, is given by the expression, mean y=1 x1Zx=x1 x=0y·dx. One can also find in the same way the surface area of a solid of revolution. Example. The curve y=x2−5 is revolving about the axis of x. Find the area of the surface generated by the curve between x= 0 and x= 6. A point on the curve, the ordinate of which is y, describes a circum- ference of length 2 πy, and a narrow belt of the surface, of width dx, corresponding to this point, has for area 2 πy dx . The total area is 2πZx=6 x=0y dx= 2πZx=6 x=0(x2−5)dx= 2πx3 3−5x6 0 = 6.28×42 = 263 .76. FINDING AREAS BY INTEGRATING 217 Areas in Polar Coordinates. When the equation of the boundary of an area is given as a function of the distance rof a point of it from a fixed point O(see Fig. 61) called thepole, and of the angle which rmakes with the positive horizontal A B r dθ θ O X Fig. 61. direction OX, the process just explained can be applied just as easily, with a small modification. Instead of a strip of area, we consider a",221-240,29.98
t-u08,test,UNSUPPORTED,UNRESOLVED,vector calculus,How do you compute a gradient vector field?,How do you compute a gradient vector field?,0.6370611190795898,0.6219428777694702,0.6178930401802063,0.015118241310119629,0.0,"CALCULUS MADE EASY 130 It follows thatdy dx=−1 3p (θ+ 5)4, as might have been found oth- erwise. We shall find this dodge most useful later on; meanwhile you are advised to become familiar with it by verifying by its means the results obtained in Exercises I. (p. 24), Nos. 5, 6, 7; Examples (p. 67), Nos. 1, 2, 4; and Exercises VI. (p. 72), Nos. 1, 2, 3 and 4. You will surely realize from this chapter and the preceding, that in many respects the calculus is an artrather than a science : an art only to be acquired, as all other arts are, by practice. Hence you should work many examples, and set yourself other examples, to see if you can work them out, until the various artifices become familiar by use. CHAPTER XIV. ON TRUE COMPOUND INTEREST AND THE LAW OF ORGANIC GROWTH. Let there be a quantity growing in such a way that the increment of its growth, during a given time, shall always be proportional to its own magnitude. This resembles the process of reckoning interest on money at some fixed rate; for the bigger the capital, the bigger the amount of interest on it in a given time. Now we must distinguish clearly between two cases, in our calcula- tion, according as the calculation is made by what the arithmetic books call “simple interest,” or by what they call “compound interest.” For in the former case the capital remains fixed, while in the latter the interest is added to the capital, which therefore increases by successive additions. (1)At simple interest. Consider a concrete case. Let the capital at start be £100, and let the rate of interest be 10 per cent. per annum. Then the increment to the owner of the capital will be £10 every year. Let him go on drawing his interest every year, and hoard it by putting it by in a stocking, or locking it up in his safe. Then, if he goes on for 10 years, by the end of that time he will have received 10 increments CALCULUS MADE EASY 132 of £10 each, or £100, making, with the original £100, a total of £200 in all. His property will have doubled itself in 10 years. If the rate of interest had been 5 per cent., he would have had to hoard for 20 years to double his",141-160,27.62
t-u09,test,UNSUPPORTED,UNRESOLVED,cooking,How do I bake a loaf of bread?,How do I bake a loaf of bread?,0.5560040473937988,0.5400098562240601,0.5372686386108398,0.01599419116973877,0.0,"that what one fool can do, other fools can do also , it lets you see that these mathematical swells, who pride themselves on having mastered such an awfully difficult subject as the calculus, have no such great reason to be puffed up. They like you to think how terribly difficult it is, and don’t want that superstition to be rudely dissipated. Thirdly, among the dreadful things they will say about “So Easy” is this: that there is an utter failure on the part of the author to demonstrate with rigid and satisfactory completeness the validity of sundry methods which he has presented in simple fashion, and has even dared to use in solving problems! But why should he not? You don’t forbid the use of a watch to every person who does not know how CALCULUS MADE EASY 248 to make one? You don’t object to the musician playing on a violin that he has not himself constructed. You don’t teach the rules of syntax to children until they have already become fluent in the useof speech. It would be equally absurd to require general rigid demonstrations to be expounded to beginners in the calculus. One other thing will the professed mathematicians say about this thoroughly bad and vicious book: that the reason why it is so easy is because the author has left out all the things that are really difficult. And the ghastly fact about this accusation is that— it is true! That is, indeed, why the book has been written—written for the legion of innocents who have hitherto been deterred from acquiring the elements of the calculus by the stupid way in which its teaching is almost al- ways presented. Any subject can be made repulsive by presenting it bristling with difficulties. The aim of this book is to enable beginners to learn its language, to acquire familiarity with its endearing sim- plicities, and to grasp its powerful methods of solving problems, with- out being compelled to toil through the intricate out-of-the-way (and mostly irrelevant) mathematical gymnastics so dear to the unpractical mathematician. There are amongst young engineers a number on whose ears the adage that what one fool can do, another can , may fall with a familiar sound. They are earnestly requested not to give the author away, nor to tell the mathematicians what a fool he really is. TABLE OF STANDARD FORMS. dy",241-260,28.23
t-u10,test,UNSUPPORTED,UNRESOLVED,travel,What should I pack for a beach picnic?,What should I pack for a beach picnic?,0.5046510696411133,0.487489253282547,0.48651161789894104,0.017161816358566284,0.0,"as a,b, orc; while those which we consider as capable of growing, or (as mathematicians say) of “varying,” we de- note by letters from the end of the alphabet, such as x,y,z,u,v,w, or sometimes t. Moreover, we are usually dealing with more than one variable at once, and thinking of the way in which one variable depends on the other: for instance, we think of the way in which the height reached by a projectile depends on the time of attaining that height. Or we are asked to consider a rectangle of given area, and to enquire how any increase in the length of it will compel a corresponding decrease in the breadth of it. Or we think of the way in which any variation in the slope of a ladder will cause the height that it reaches, to vary. Suppose we have got two such variables that depend one on the other. An alteration in one will bring about an alteration in the other, because of this dependence. Let us call one of the variables x, and the",1-20,28.72
